Transaction_ID,Customer_ID,Customer_Age,Customer_Gender,Product_Category,Product_Name,Quantity,Unit_Price,Discount_Percent,Total_Amount,Purchase_Date,Customer_City,Payment_Method,Store_Branch,Rating,Month,Month_Num,Segment
TXN00419,CUST0071,59,Female,Cameras,Sony Alpha A6400,1,5744.23,5,5457.02,2025-07-05,Ajman,Apple Pay,Downtown Branch,5.0,July,7,High-Value
TXN00420,CUST0081,49,Male,Gaming,PlayStation 5,4,1526.15,0,6104.6,2025-04-05,Al Ain,Credit Card,Online Store,5.0,April,4,High-Value
TXN01027,CUST0068,56,Female,TVs,Samsung 55in QLED,1,3779.31,0,3779.31,2025-08-14,Sharjah,Debit Card,Downtown Branch,4.0,August,8,Loyal/Regular
TXN00485,CUST0240,26,Female,Laptops,Lenovo ThinkPad E14,1,8420.22,0,8420.22,2025-12-25,Ras Al Khaimah,Cash,Online Store,3.0,December,12,High-Value
TXN00657,CUST0247,54,Female,TVs,Sony 50in Bravia,1,6908.52,0,6908.52,2025-09-19,Unknown,Tabby (BNPL),Online Store,2.0,September,9,Loyal/Regular
TXN00242,CUST0048,34,Male,Gaming,Logitech G502 Mouse,1,1849.91,5,1757.41,2025-09-14,Ras Al Khaimah,Debit Card,Mall Branch,3.0,September,9,Loyal/Regular
TXN00533,CUST0218,54,Female,Smart Home,Google Nest Hub,1,1027.29,0,1027.29,2025-04-28,Ajman,Tabby (BNPL),Online Store,2.0,April,4,Loyal/Regular
TXN00575,CUST0033,20,Female,Smart Home,Philips Hue Starter Kit,3,855.26,0,2565.78,2025-11-27,Ajman,Debit Card,Downtown Branch,3.0,November,11,At-Risk
TXN00679,CUST0104,21,Male,Laptops,HP Pavilion 15,1,2920.17,5,2774.16,2025-06-23,Ras Al Khaimah,Cash,Online Store,5.0,June,6,At-Risk
TXN00547,CUST0180,53,Male,Mobiles,iPhone 15,2,1338.56,0,2677.12,2025-08-12,Abu Dhabi,Debit Card,Downtown Branch,4.0,August,8,Low-Engagement
TXN00331,CUST0233,44,Female,Mobiles,iPhone 15,1,4428.18,5,4206.77,2025-07-27,Fujairah,Cash,Online Store,4.0,July,7,High-Value
TXN00966,CUST0100,42,Male,Cameras,GoPro Hero 12,1,6010.88,10,5409.79,2025-12-08,Ajman,Apple Pay,Online Store,5.0,December,12,High-Value
TXN00322,CUST0038,34,Male,TVs,Samsung 55in QLED,1,2904.68,0,2904.68,2025-12-12,Sharjah,Debit Card,Downtown Branch,3.0,December,12,Loyal/Regular
TXN01084,CUST0227,55,Male,Laptops,Lenovo ThinkPad E14,1,2980.47,0,2980.47,2025-06-19,Dubai,Credit Card,Outlet Branch,5.0,June,6,Loyal/Regular
TXN00568,CUST0272,53,Male,Accessories,Laptop Sleeve,2,97.12,5,184.53,2025-04-26,Ras Al Khaimah,Cash,Outlet Branch,5.0,April,4,Loyal/Regular
TXN00344,CUST0130,36,Male,TVs,Hisense 43in 4K,2,5039.76,20,8063.62,2025-05-07,Ras Al Khaimah,Apple Pay,Outlet Branch,3.0,May,5,Loyal/Regular
TXN00749,CUST0244,56,Male,Laptops,Dell XPS 13,1,8420.52,0,8420.52,2025-11-11,Fujairah,Debit Card,Mall Branch,5.0,November,11,High-Value
TXN00591,CUST0097,33,Male,Smart Home,Google Nest Hub,1,578.95,0,578.95,2025-03-20,Ajman,Apple Pay,Downtown Branch,4.0,March,3,At-Risk
TXN00398,CUST0081,49,Male,Wearables,Garmin Venu 3,4,2633.8,0,10535.2,2025-12-28,Al Ain,Cash,Outlet Branch,5.0,December,12,High-Value
TXN00090,CUST0223,49,Male,TVs,Samsung 55in QLED,2,1710.28,0,3420.56,2025-11-22,Ajman,Debit Card,Mall Branch,3.0,November,11,Loyal/Regular
TXN00493,CUST0225,28,Female,Audio,AirPods Pro 2,1,208.9,20,167.12,2025-03-13,Sharjah,Credit Card,Online Store,4.0,March,3,High-Value
TXN00499,CUST0213,31,Male,Tablets,Lenovo Tab P11,1,2249.54,15,1912.11,2025-01-04,Ajman,Tabby (BNPL),Outlet Branch,5.0,January,1,High-Value
TXN00520,CUST0034,35,Male,Audio,Bose QuietComfort,1,294.06,0,294.06,2025-12-03,Sharjah,Credit Card,Downtown Branch,4.0,December,12,High-Value
TXN00083,CUST0241,25,Male,Mobiles,Google Pixel 8,1,2688.510819672131,0,2688.51,2025-11-12,Ajman,Debit Card,Mall Branch,5.0,November,11,At-Risk
TXN01172,CUST0022,36,Male,Audio,Sony WH-1000XM5,1,656.75,15,558.24,2025-07-21,Unknown,Cash,Mall Branch,4.0,July,7,High-Value
TXN00601,CUST0049,64,Male,Gaming,PlayStation 5,5,925.42,0,4627.1,2025-05-04,Ras Al Khaimah,Cash,Downtown Branch,1.0,May,5,High-Value
TXN00556,CUST0262,33,Male,TVs,LG 65in OLED,1,6422.4,0,6422.4,2025-06-21,Abu Dhabi,Debit Card,Mall Branch,3.0,June,6,At-Risk
TXN00433,CUST0130,36,Male,Mobiles,Google Pixel 8,1,2641.22,10,2377.1,2025-09-16,Ras Al Khaimah,Debit Card,Downtown Branch,4.0,September,9,Loyal/Regular
TXN00195,CUST0081,49,Male,Accessories,Laptop Sleeve,5,30.22,0,151.1,2025-10-05,Al Ain,Cash,Downtown Branch,5.0,October,10,High-Value
TXN00252,CUST0267,31,Female,Accessories,Anker Power Bank,2,281.7,0,563.4,2025-06-14,Fujairah,Debit Card,Downtown Branch,4.0,June,6,Loyal/Regular
TXN00815,CUST0057,58,Male,Mobiles,iPhone 15,2,1289.06,0,2578.12,2025-12-20,Sharjah,Credit Card,Mall Branch,5.0,December,12,High-Value
TXN00900,CUST0136,18,Female,Laptops,Dell XPS 13,3,6594.02,0,19782.06,2025-12-19,Fujairah,Credit Card,Outlet Branch,5.0,December,12,High-Value
TXN00810,CUST0144,26,Male,Tablets,Lenovo Tab P11,1,3420.49,20,2736.39,2025-11-25,Abu Dhabi,Tabby (BNPL),Mall Branch,5.0,November,11,Loyal/Regular
TXN01161,CUST0196,24,Female,Accessories,USB-C Cable Pack,1,301.12,0,301.12,2025-02-14,Unknown,Cash,Outlet Branch,3.0,February,2,Loyal/Regular
TXN00596,CUST0066,60,Female,Accessories,Wireless Charger Pad,4,269.3,0,1077.2,2025-12-20,Al Ain,Cash,Online Store,4.0,December,12,At-Risk
TXN00312,CUST0059,51,Male,Smart Home,Philips Hue Starter Kit,1,717.25,15,609.66,2025-11-12,Al Ain,Tabby (BNPL),Outlet Branch,4.0,November,11,Loyal/Regular
TXN00733,CUST0186,23,Female,Mobiles,Samsung Galaxy S24,1,1766.92,5,1678.57,2025-03-20,Al Ain,Tabby (BNPL),Downtown Branch,1.0,March,3,Loyal/Regular
TXN00678,CUST0005,45,Male,Wearables,Samsung Galaxy Watch 6,1,443.29,10,398.96,2025-12-14,Dubai,Cash,Downtown Branch,4.0,December,12,Loyal/Regular
TXN01190,CUST0222,32,Female,TVs,LG 65in OLED,1,1489.37,10,1340.43,2025-12-13,Ajman,Debit Card,Online Store,3.0,December,12,At-Risk
TXN01158,CUST0232,39,Female,TVs,Sony 50in Bravia,1,3447.63,10,3102.87,2025-12-05,Abu Dhabi,Tabby (BNPL),Online Store,5.0,December,12,High-Value
TXN01085,CUST0058,41,Male,Accessories,USB-C Cable Pack,2,218.46,10,393.23,2025-12-09,Al Ain,Apple Pay,Online Store,4.0,December,12,High-Value
TXN00375,CUST0188,33,Female,Smart Home,Philips Hue Starter Kit,1,313.5,0,313.5,2025-11-05,Sharjah,Cash,Online Store,4.0,November,11,At-Risk
TXN01180,CUST0062,37,Male,Smart Home,Google Nest Hub,1,1147.72,0,1147.72,2025-01-02,Dubai,Apple Pay,Outlet Branch,3.0,January,1,Loyal/Regular
TXN00870,CUST0040,55,Female,Audio,Bose QuietComfort,1,769.17,15,653.79,2025-11-06,Al Ain,Cash,Mall Branch,4.0,November,11,At-Risk
TXN01091,CUST0243,41,Male,Cameras,DJI Osmo Pocket 3,1,5288.65,15,4495.35,2025-06-28,Al Ain,Cash,Online Store,3.0,June,6,High-Value
TXN00785,CUST0136,18,Female,Audio,Sony WH-1000XM5,1,1367.74,0,1367.74,2025-04-21,Fujairah,Tabby (BNPL),Mall Branch,5.0,April,4,High-Value
TXN01056,CUST0116,34,Female,Mobiles,Xiaomi Redmi Note 13,2,1617.91,5,3074.03,2025-09-15,Sharjah,Tabby (BNPL),Outlet Branch,5.0,September,9,At-Risk
TXN00523,CUST0168,54,Male,Accessories,Laptop Sleeve,1,176.56,10,158.9,2025-04-26,Abu Dhabi,Cash,Downtown Branch,4.0,April,4,Loyal/Regular
TXN00803,CUST0061,25,Female,Smart Home,Amazon Echo Dot,1,656.96,20,525.57,2025-11-06,Fujairah,Tabby (BNPL),Online Store,5.0,November,11,At-Risk
TXN00352,CUST0100,42,Male,Accessories,Laptop Sleeve,1,213.97,0,213.97,2025-01-03,Ajman,Tabby (BNPL),Online Store,4.0,January,1,High-Value
TXN00664,CUST0114,55,Female,Audio,Bose QuietComfort,1,1746.04,0,1746.04,2025-11-20,Abu Dhabi,Debit Card,Mall Branch,3.0,November,11,High-Value
TXN00081,CUST0256,44,Female,Cameras,Canon EOS R50,1,4475.75,5,4251.96,2025-03-01,Dubai,Tabby (BNPL),Online Store,4.0,March,3,Loyal/Regular
TXN00346,CUST0083,48,Female,Laptops,Dell XPS 13,2,5312.58,10,9562.64,2025-09-22,Sharjah,Credit Card,Downtown Branch,4.0,September,9,At-Risk
TXN00622,CUST0103,30,Female,Tablets,Xiaomi Pad 6,1,982.53,20,786.02,2025-04-07,Sharjah,Tabby (BNPL),Mall Branch,5.0,April,4,High-Value
TXN00251,CUST0076,32,Male,Cameras,GoPro Hero 12,2,2758.62,10,4965.52,2025-01-18,Dubai,Apple Pay,Online Store,5.0,January,1,High-Value
TXN00309,CUST0163,25,Female,Wearables,Samsung Galaxy Watch 6,1,2692.47,10,2423.22,2025-02-18,Sharjah,Tabby (BNPL),Outlet Branch,3.0,February,2,Loyal/Regular
TXN00296,CUST0202,53,Female,Audio,Bose QuietComfort,1,1510.51,0,1510.51,2025-11-02,Sharjah,Tabby (BNPL),Mall Branch,5.0,November,11,Loyal/Regular
TXN00514,CUST0238,19,Male,Tablets,Xiaomi Pad 6,3,1217.85,5,3470.87,2025-11-01,Sharjah,Credit Card,Outlet Branch,5.0,November,11,Loyal/Regular
TXN01102,CUST0171,45,Male,Laptops,MacBook Air M3,5,5739.8,10,25829.1,2025-07-26,Ras Al Khaimah,Tabby (BNPL),Mall Branch,4.0,July,7,High-Value
TXN00820,CUST0044,58,Male,Mobiles,OnePlus 12,1,1359.08,0,1359.08,2025-02-14,Fujairah,Debit Card,Online Store,5.0,February,2,Loyal/Regular
TXN00465,CUST0028,58,Male,Mobiles,OnePlus 12,1,3836.79,10,3453.11,2025-12-08,Al Ain,Apple Pay,Outlet Branch,5.0,December,12,High-Value
TXN00327,CUST0208,22,Female,Cameras,Sony Alpha A6400,1,5984.67,0,5984.67,2025-12-16,Sharjah,Debit Card,Online Store,4.0,December,12,Loyal/Regular
TXN00882,CUST0146,31,Male,Tablets,Xiaomi Pad 6,1,803.62,0,803.62,2025-04-01,Ras Al Khaimah,Credit Card,Outlet Branch,3.0,April,4,Loyal/Regular
TXN00121,CUST0027,35,Male,Laptops,Lenovo ThinkPad E14,1,3977.2,5,3778.34,2025-01-18,Al Ain,Debit Card,Outlet Branch,5.0,January,1,High-Value
TXN00766,CUST0276,33,Female,Laptops,Dell XPS 13,3,8742.61,0,26227.83,2025-08-06,Ras Al Khaimah,Credit Card,Outlet Branch,5.0,August,8,High-Value
TXN00774,CUST0046,22,Female,Gaming,Nintendo Switch OLED,1,2011.76,10,1810.58,2025-03-04,Ajman,Apple Pay,Downtown Branch,4.0,March,3,Loyal/Regular
TXN00220,CUST0231,31,Female,Accessories,Wireless Charger Pad,1,160.08,20,128.06,2025-03-10,Abu Dhabi,Apple Pay,Online Store,4.0,March,3,At-Risk
TXN00401,CUST0110,22,Male,Gaming,PlayStation 5,4,1997.35,10,7190.46,2025-12-17,Ajman,Tabby (BNPL),Downtown Branch,3.0,December,12,High-Value
TXN01173,CUST0025,41,Male,TVs,Hisense 43in 4K,5,2480.03,0,12400.15,2025-11-28,Abu Dhabi,Apple Pay,Downtown Branch,4.0,November,11,Loyal/Regular
TXN00193,CUST0184,31,Female,Laptops,Asus ZenBook 14,5,4482.87,10,20172.92,2025-06-11,Fujairah,Cash,Online Store,4.0,June,6,At-Risk
TXN00982,CUST0263,46,Male,Laptops,HP Pavilion 15,1,8192.04,0,8192.04,2025-11-17,Fujairah,Cash,Downtown Branch,5.0,November,11,High-Value
TXN00291,CUST0143,53,Male,Mobiles,OnePlus 12,2,1624.01,0,3248.02,2025-03-15,Ajman,Apple Pay,Outlet Branch,3.0,March,3,High-Value
TXN00181,CUST0161,59,Female,Laptops,Dell XPS 13,1,3790.35,5,3600.83,2025-07-14,Ras Al Khaimah,Tabby (BNPL),Downtown Branch,4.0,July,7,High-Value
TXN01120,CUST0074,39,Male,Audio,Sony WH-1000XM5,2,1376.26,0,2752.52,2025-09-08,Al Ain,Debit Card,Online Store,3.0,September,9,Loyal/Regular
TXN00186,CUST0188,33,Female,Wearables,Apple Watch Series 9,1,2200.01,0,2200.01,2025-06-24,Sharjah,Debit Card,Online Store,5.0,June,6,At-Risk
TXN00403,CUST0112,56,Male,Laptops,HP Pavilion 15,1,7446.78,10,6702.1,2025-10-19,Al Ain,Credit Card,Online Store,2.0,October,10,Loyal/Regular
TXN00418,CUST0117,60,Female,Smart Home,Google Nest Hub,1,751.54,0,751.54,2025-09-15,Ajman,Tabby (BNPL),Downtown Branch,3.0,September,9,High-Value
TXN00461,CUST0238,19,Male,Gaming,PlayStation 5,1,2108.45,20,1686.76,2025-01-04,Sharjah,Tabby (BNPL),Outlet Branch,4.0,January,1,Loyal/Regular
TXN00205,CUST0257,45,Female,Smart Home,Ring Video Doorbell,1,886.9,0,886.9,2025-09-09,Ras Al Khaimah,Credit Card,Online Store,2.0,September,9,Loyal/Regular
TXN01073,CUST0038,34,Male,Accessories,Laptop Sleeve,2,270.8,0,541.6,2025-10-11,Sharjah,Apple Pay,Online Store,4.0,October,10,Loyal/Regular
TXN00543,CUST0040,55,Female,Laptops,Dell XPS 13,1,8425.57,0,8425.57,2025-05-27,Al Ain,Apple Pay,Online Store,3.0,May,5,At-Risk
TXN00075,CUST0226,57,Male,Accessories,Wireless Charger Pad,1,279.0,0,279.0,2025-02-07,Ajman,Tabby (BNPL),Downtown Branch,5.0,February,2,Loyal/Regular
TXN01009,CUST0276,33,Female,Accessories,Wireless Charger Pad,2,60.31,0,120.62,2025-01-21,Ras Al Khaimah,Tabby (BNPL),Downtown Branch,4.0,January,1,High-Value
TXN00808,CUST0139,63,Female,Mobiles,Samsung Galaxy S24,1,4461.28,0,4461.28,2025-09-21,Al Ain,Tabby (BNPL),Online Store,4.0,September,9,At-Risk
TXN00928,CUST0166,64,Female,Cameras,GoPro Hero 12,3,4214.71,0,12644.13,2025-01-24,Ajman,Debit Card,Downtown Branch,3.0,January,1,High-Value
TXN00003,CUST0028,58,Male,Wearables,Fitbit Charge 6,1,2043.54,10,1839.19,2025-06-28,Al Ain,Credit Card,Online Store,4.0,June,6,High-Value
TXN00268,CUST0242,62,Female,Tablets,Lenovo Tab P11,1,2154.1636718749996,15,1831.04,2025-12-11,Fujairah,Credit Card,Downtown Branch,4.0,December,12,High-Value
TXN00085,CUST0070,37,Female,Laptops,Lenovo ThinkPad E14,1,1777.38,10,1599.64,2025-12-11,Ras Al Khaimah,Cash,Outlet Branch,5.0,December,12,Loyal/Regular
TXN00931,CUST0016,20,Female,Tablets,Lenovo Tab P11,1,1001.45,0,1001.45,2025-09-18,Al Ain,Debit Card,Downtown Branch,4.0,September,9,At-Risk
TXN00989,CUST0121,34,Male,Mobiles,Xiaomi Redmi Note 13,1,1791.32,10,1612.19,2025-06-18,Abu Dhabi,Cash,Online Store,5.0,June,6,At-Risk
TXN00941,CUST0022,36,Male,Laptops,MacBook Air M3,1,5224.48,0,5224.48,2025-06-26,Fujairah,Debit Card,Mall Branch,5.0,June,6,High-Value
TXN00741,CUST0268,34,Female,Mobiles,Google Pixel 8,5,3031.04,10,13639.68,2025-12-16,Abu Dhabi,Cash,Outlet Branch,4.0,December,12,High-Value
TXN01132,CUST0035,54,Female,Mobiles,Google Pixel 8,1,1319.12,0,1319.12,2025-12-08,Sharjah,Apple Pay,Downtown Branch,4.0,December,12,Loyal/Regular
TXN00143,CUST0212,62,Male,Smart Home,Google Nest Hub,1,557.84,0,557.84,2025-01-15,Ras Al Khaimah,Cash,Mall Branch,4.0,January,1,High-Value
TXN01159,CUST0028,58,Male,Gaming,PlayStation 5,1,2004.17,0,2004.17,2025-06-06,Al Ain,Debit Card,Downtown Branch,5.0,June,6,High-Value
TXN00640,CUST0256,44,Female,Smart Home,Ring Video Doorbell,4,873.47,5,3319.19,2025-06-06,Dubai,Debit Card,Downtown Branch,4.0,June,6,Loyal/Regular
TXN00157,CUST0162,52,Female,Mobiles,Samsung Galaxy S24,2,2972.03,5,5646.86,2025-05-03,Dubai,Cash,Downtown Branch,4.0,May,5,Low-Engagement
TXN00210,CUST0185,65,Male,Mobiles,Google Pixel 8,1,3979.63,0,3979.63,2025-11-19,Ras Al Khaimah,Credit Card,Downtown Branch,5.0,November,11,High-Value
TXN00552,CUST0149,65,Male,Smart Home,Google Nest Hub,3,1049.61,10,2833.95,2025-12-12,Sharjah,Debit Card,Mall Branch,5.0,December,12,Loyal/Regular
TXN00742,CUST0176,26,Male,Gaming,Xbox Series X,2,2370.18,0,4740.36,2025-01-12,Ajman,Cash,Mall Branch,1.0,January,1,Loyal/Regular
TXN01054,CUST0111,25,Male,Smart Home,Philips Hue Starter Kit,2,934.21,0,1868.42,2025-10-20,Al Ain,Apple Pay,Downtown Branch,5.0,October,10,At-Risk
TXN00683,CUST0016,20,Female,Audio,AirPods Pro 2,1,618.77,0,618.77,2025-02-28,Al Ain,Tabby (BNPL),Downtown Branch,3.0,February,2,At-Risk
TXN00180,CUST0059,51,Male,Gaming,Nintendo Switch OLED,2,2160.14,10,3888.25,2025-11-10,Al Ain,Tabby (BNPL),Mall Branch,5.0,November,11,Loyal/Regular
TXN01195,CUST0089,43,Female,TVs,LG 65in OLED,1,5560.42,10,5004.38,2025-02-11,Fujairah,Apple Pay,Downtown Branch,5.0,February,2,Loyal/Regular
TXN00135,CUST0196,24,Female,Accessories,Laptop Sleeve,2,150.21,5,285.4,2025-07-21,Sharjah,Cash,Mall Branch,3.0,July,7,Loyal/Regular
TXN00002,CUST0248,63,Male,TVs,Sony 50in Bravia,3,7867.47,0,23602.41,2025-05-10,Dubai,Credit Card,Downtown Branch,4.0,May,5,High-Value
TXN00313,CUST0152,39,Female,Audio,JBL Flip 6,4,997.93,0,3991.72,2025-12-18,Fujairah,Tabby (BNPL),Mall Branch,5.0,December,12,High-Value
TXN00110,CUST0050,52,Female,Smart Home,Philips Hue Starter Kit,1,984.64,15,836.94,2025-11-07,Fujairah,Tabby (BNPL),Outlet Branch,4.0,November,11,Loyal/Regular
TXN00161,CUST0152,39,Female,Audio,Sony WH-1000XM5,1,285.36,5,271.09,2025-09-24,Fujairah,Apple Pay,Online Store,4.0,September,9,High-Value
TXN00512,CUST0202,53,Female,Accessories,Anker Power Bank,1,174.78,0,174.78,2025-01-24,Sharjah,Apple Pay,Downtown Branch,3.0,January,1,Loyal/Regular
TXN00550,CUST0264,47,Female,Audio,Bose QuietComfort,5,336.2,0,1681.0,2025-01-05,Abu Dhabi,Apple Pay,Online Store,5.0,January,1,Loyal/Regular
TXN00377,CUST0224,39,Female,Smart Home,Google Nest Hub,2,321.43,0,642.86,2025-05-09,Ras Al Khaimah,Credit Card,Outlet Branch,5.0,May,5,High-Value
TXN00206,CUST0105,38,Male,Tablets,Lenovo Tab P11,2,1794.05,10,3229.29,2025-10-03,Dubai,Cash,Outlet Branch,5.0,October,10,Loyal/Regular
TXN00846,CUST0205,58,Female,Laptops,Dell XPS 13,1,4411.67,0,4411.67,2025-06-21,Fujairah,Tabby (BNPL),Outlet Branch,3.0,June,6,Loyal/Regular
TXN00289,CUST0174,37,Female,Wearables,Apple Watch Series 9,2,1382.12,0,2764.24,2025-10-21,Abu Dhabi,Apple Pay,Downtown Branch,5.0,October,10,Loyal/Regular
TXN00057,CUST0029,64,Male,Mobiles,Samsung Galaxy S24,1,1915.25,0,1915.25,2025-03-11,Sharjah,Credit Card,Mall Branch,4.0,March,3,Low-Engagement
TXN00173,CUST0133,49,Female,Audio,AirPods Pro 2,1,885.53,10,796.98,2025-08-17,Fujairah,Debit Card,Online Store,5.0,August,8,High-Value
TXN00385,CUST0027,35,Male,Audio,Sony WH-1000XM5,1,539.34,0,539.34,2025-11-19,Al Ain,Credit Card,Outlet Branch,5.0,November,11,High-Value
TXN01097,CUST0038,34,Male,Gaming,Logitech G502 Mouse,3,2113.48,0,6340.44,2025-08-18,Sharjah,Credit Card,Outlet Branch,4.0,August,8,Loyal/Regular
TXN00541,CUST0155,20,Female,TVs,Sony 50in Bravia,1,1851.67,10,1666.5,2025-01-17,Sharjah,Cash,Online Store,5.0,January,1,Loyal/Regular
TXN00232,CUST0073,33,Male,Cameras,Sony Alpha A6400,3,5601.83,20,13444.39,2025-07-06,Dubai,Apple Pay,Mall Branch,3.0,July,7,At-Risk
TXN01069,CUST0036,59,Female,Mobiles,iPhone 15,1,3323.49,0,3323.49,2025-06-13,Ajman,Credit Card,Outlet Branch,5.0,June,6,Loyal/Regular
TXN00725,CUST0099,43,Male,Mobiles,Samsung Galaxy S24,1,4271.62,0,4271.62,2025-07-26,Sharjah,Debit Card,Downtown Branch,4.0,July,7,High-Value
TXN00697,CUST0237,59,Male,Gaming,PlayStation 5,1,988.76,10,889.88,2025-10-07,Fujairah,Apple Pay,Outlet Branch,5.0,October,10,At-Risk
TXN00960,CUST0133,49,Female,TVs,Samsung 55in QLED,3,5813.04,0,17439.12,2025-11-20,Fujairah,Debit Card,Online Store,3.0,November,11,High-Value
TXN00814,CUST0126,53,Female,Accessories,Laptop Sleeve,1,62.07,5,58.97,2025-11-20,Ras Al Khaimah,Credit Card,Outlet Branch,4.0,November,11,High-Value
TXN00311,CUST0178,65,Male,Accessories,USB-C Cable Pack,2,319.44,5,606.94,2025-12-22,Al Ain,Cash,Outlet Branch,5.0,December,12,Loyal/Regular
TXN00078,CUST0192,44,Male,Audio,Bose QuietComfort,1,1790.97,0,1790.97,2025-12-27,Ras Al Khaimah,Cash,Downtown Branch,3.0,December,12,High-Value
TXN01005,CUST0218,54,Female,Accessories,USB-C Cable Pack,1,230.37,0,230.37,2025-12-14,Ajman,Apple Pay,Mall Branch,4.0,December,12,Loyal/Regular
TXN00963,CUST0151,19,Male,Cameras,Canon EOS R50,1,3739.156218487395,15,3178.28,2025-12-01,Ras Al Khaimah,Credit Card,Downtown Branch,5.0,December,12,Loyal/Regular
TXN00237,CUST0017,25,Female,Tablets,Lenovo Tab P11,5,3278.91,0,16394.55,2025-08-16,Dubai,Debit Card,Online Store,5.0,August,8,High-Value
TXN00427,CUST0021,60,Male,Wearables,Garmin Venu 3,2,1590.32,0,3180.64,2025-03-13,Fujairah,Cash,Online Store,4.0,March,3,High-Value
TXN00959,CUST0026,40,Male,Audio,Sony WH-1000XM5,1,1230.09,0,1230.09,2025-06-11,Ras Al Khaimah,Credit Card,Downtown Branch,2.0,June,6,At-Risk
TXN01077,CUST0088,59,Male,Gaming,Xbox Series X,1,1591.7,0,1591.7,2025-05-16,Dubai,Debit Card,Outlet Branch,3.0,May,5,Loyal/Regular
TXN00970,CUST0008,30,Female,Tablets,iPad Air,2,1872.15,5,3557.08,2025-06-04,Sharjah,Debit Card,Mall Branch,5.0,June,6,Loyal/Regular
TXN00918,CUST0247,54,Female,Gaming,PlayStation 5,1,567.17,0,567.17,2025-11-23,Ajman,Debit Card,Downtown Branch,4.0,November,11,Loyal/Regular
TXN00703,CUST0067,28,Female,Wearables,Garmin Venu 3,1,1495.63,20,1196.5,2025-12-05,Al Ain,Debit Card,Online Store,4.0,December,12,High-Value
TXN00176,CUST0059,51,Male,Mobiles,Xiaomi Redmi Note 13,2,3197.49,0,6394.98,2025-12-08,Al Ain,Tabby (BNPL),Downtown Branch,4.0,December,12,Loyal/Regular
TXN00967,CUST0060,38,Female,Audio,Bose QuietComfort,3,1359.12,0,4077.36,2025-05-17,Dubai,Credit Card,Online Store,5.0,May,5,High-Value
TXN00527,CUST0075,53,Male,Accessories,Wireless Charger Pad,5,79.94,0,399.7,2025-07-21,Al Ain,Cash,Outlet Branch,5.0,July,7,High-Value
TXN00840,CUST0073,33,Male,Tablets,Lenovo Tab P11,1,1952.94,0,1952.94,2025-09-14,Dubai,Credit Card,Outlet Branch,4.0,September,9,At-Risk
TXN00776,CUST0145,41,Male,Wearables,Fitbit Charge 6,3,1818.67,0,5456.01,2025-12-13,Abu Dhabi,Debit Card,Online Store,5.0,December,12,At-Risk
TXN00457,CUST0170,51,Male,Gaming,Logitech G502 Mouse,1,1372.51,0,1372.51,2025-06-28,Abu Dhabi,Debit Card,Online Store,5.0,June,6,At-Risk
TXN00565,CUST0012,27,Male,Gaming,Logitech G502 Mouse,1,1554.78,0,1554.78,2025-06-23,Fujairah,Debit Card,Online Store,4.0,June,6,Loyal/Regular
TXN01053,CUST0099,43,Male,Cameras,GoPro Hero 12,2,6472.05,0,12944.1,2025-11-23,Sharjah,Credit Card,Online Store,4.0,November,11,High-Value
TXN00619,CUST0214,44,Female,Accessories,Anker Power Bank,4,188.33,0,753.32,2025-10-01,Al Ain,Debit Card,Online Store,5.0,October,10,At-Risk
TXN01171,CUST0013,39,Male,Accessories,Anker Power Bank,1,132.88,0,132.88,2025-06-26,Dubai,Cash,Mall Branch,4.0,June,6,Loyal/Regular
TXN00318,CUST0225,28,Female,Smart Home,Ring Video Doorbell,1,1013.23,0,1013.23,2025-03-24,Sharjah,Apple Pay,Online Store,5.0,March,3,High-Value
TXN00904,CUST0266,38,Male,Mobiles,Samsung Galaxy S24,3,4420.96,5,12599.74,2025-01-16,Unknown,Credit Card,Downtown Branch,4.0,January,1,High-Value
TXN00600,CUST0261,45,Female,TVs,LG 65in OLED,5,5168.12,0,25840.6,2025-08-14,Abu Dhabi,Credit Card,Downtown Branch,5.0,August,8,High-Value
TXN00642,CUST0210,52,Male,Laptops,MacBook Air M3,1,4271.89,0,4271.89,2025-01-10,Sharjah,Cash,Online Store,4.0,January,1,High-Value
TXN00153,CUST0221,65,Male,Tablets,iPad Air,1,3270.54,0,3270.54,2025-09-09,Ajman,Cash,Online Store,4.0,September,9,Loyal/Regular
TXN00047,CUST0272,53,Male,TVs,Hisense 43in 4K,1,4637.75,10,4173.98,2025-01-21,Ras Al Khaimah,Tabby (BNPL),Downtown Branch,4.0,January,1,Loyal/Regular
TXN00626,CUST0053,47,Male,Wearables,Apple Watch Series 9,1,1568.26,0,1568.26,2025-03-12,Ras Al Khaimah,Debit Card,Online Store,5.0,March,3,Loyal/Regular
TXN01095,CUST0055,29,Male,Laptops,Dell XPS 13,2,2703.13,15,4595.32,2025-08-02,Fujairah,Apple Pay,Outlet Branch,4.0,August,8,High-Value
TXN00582,CUST0083,48,Female,Accessories,Wireless Charger Pad,2,311.43,0,622.86,2025-01-28,Sharjah,Credit Card,Outlet Branch,4.0,January,1,At-Risk
TXN01019,CUST0018,53,Female,TVs,Hisense 43in 4K,5,3908.4,5,18564.9,2025-03-02,Fujairah,Tabby (BNPL),Mall Branch,5.0,March,3,High-Value
